ID	PartType	PartName	PrimaryAttribute	Number	AdditionAttr	SuitAttr	SuitId
3120155	2	40级橙色射手武器（套装）	{3,888,1776},{7,355,710}	4,9900,5,100	{1000,1,474,2368},{300,1,474,2368},{100,1,474,2368},{1000,2,267,1332},{300,2,267,1332},{100,2,267,1332},{1000,3,148,740},{300,3,148,740},{100,3,148,740},{1000,4,148,740},{300,4,148,740},{100,4,148,740},{1000,5,119,592},{300,5,119,592},{100,5,119,592},{1000,6,89,444},{300,6,89,444},{100,6,89,444},{1000,7,60,296},{300,7,60,296},{100,7,60,296},{1000,8,60,296},{300,8,60,296},{100,8,60,296},{1000,9,74,370},{300,9,74,370},{100,9,74,370},{1000,10,74,370},{300,10,74,370},{100,10,74,370},{1000,11,74,370},{300,11,74,370},{100,11,74,370},{1000,13,45,222},{300,13,45,222},{100,13,45,222},{1000,14,37,185},{300,14,37,185},{100,14,37,185},{1000,15,74,370},{300,15,74,370},{100,15,74,370},{1000,16,45,222},{300,16,45,222},{100,16,45,222},{1000,19,60,296},{300,19,60,296},{100,19,60,296}	1	14
3130155	3	40级橙色射手衣服（套装）	{1,2841,5683},{2,1065,2131}	4,9900,5,100	{1000,1,474,2368},{300,1,474,2368},{100,1,474,2368},{1000,2,267,1332},{300,2,267,1332},{100,2,267,1332},{1000,3,148,740},{300,3,148,740},{100,3,148,740},{1000,4,148,740},{300,4,148,740},{100,4,148,740},{1000,5,119,592},{300,5,119,592},{100,5,119,592},{1000,6,89,444},{300,6,89,444},{100,6,89,444},{1000,7,60,296},{300,7,60,296},{100,7,60,296},{1000,8,60,296},{300,8,60,296},{100,8,60,296},{1000,9,74,370},{300,9,74,370},{100,9,74,370},{1000,10,74,370},{300,10,74,370},{100,10,74,370},{1000,11,74,370},{300,11,74,370},{100,11,74,370},{1000,13,45,222},{300,13,45,222},{100,13,45,222},{1000,14,37,185},{300,14,37,185},{100,14,37,185},{1000,15,74,370},{300,15,74,370},{100,15,74,370},{1000,16,45,222},{300,16,45,222},{100,16,45,222},{1000,19,60,296},{300,19,60,296},{100,19,60,296}	1	13
3140155	4	40级橙色射手项链（套装）	{3,296,592},{6,266,532}	4,9900,5,100	{1000,1,474,2368},{300,1,474,2368},{100,1,474,2368},{1000,2,267,1332},{300,2,267,1332},{100,2,267,1332},{1000,3,148,740},{300,3,148,740},{100,3,148,740},{1000,4,148,740},{300,4,148,740},{100,4,148,740},{1000,5,119,592},{300,5,119,592},{100,5,119,592},{1000,6,89,444},{300,6,89,444},{100,6,89,444},{1000,7,60,296},{300,7,60,296},{100,7,60,296},{1000,8,60,296},{300,8,60,296},{100,8,60,296},{1000,9,74,370},{300,9,74,370},{100,9,74,370},{1000,10,74,370},{300,10,74,370},{100,10,74,370},{1000,11,74,370},{300,11,74,370},{100,11,74,370},{1000,13,45,222},{300,13,45,222},{100,13,45,222},{1000,14,37,185},{300,14,37,185},{100,14,37,185},{1000,15,74,370},{300,15,74,370},{100,15,74,370},{1000,16,45,222},{300,16,45,222},{100,16,45,222},{1000,19,60,296},{300,19,60,296},{100,19,60,296}	1	14
3150155	5	40级橙色射手腰带（套装）	{1,947,1894},{5,355,710}	4,9900,5,100	{1000,1,474,2368},{300,1,474,2368},{100,1,474,2368},{1000,2,267,1332},{300,2,267,1332},{100,2,267,1332},{1000,3,148,740},{300,3,148,740},{100,3,148,740},{1000,4,148,740},{300,4,148,740},{100,4,148,740},{1000,5,119,592},{300,5,119,592},{100,5,119,592},{1000,6,89,444},{300,6,89,444},{100,6,89,444},{1000,7,60,296},{300,7,60,296},{100,7,60,296},{1000,8,60,296},{300,8,60,296},{100,8,60,296},{1000,9,74,370},{300,9,74,370},{100,9,74,370},{1000,10,74,370},{300,10,74,370},{100,10,74,370},{1000,11,74,370},{300,11,74,370},{100,11,74,370},{1000,13,45,222},{300,13,45,222},{100,13,45,222},{1000,14,37,185},{300,14,37,185},{100,14,37,185},{1000,15,74,370},{300,15,74,370},{100,15,74,370},{1000,16,45,222},{300,16,45,222},{100,16,45,222},{1000,19,60,296},{300,19,60,296},{100,19,60,296}	1	13
3160155	6	40级橙色射手手镯（套装）	{3,296,592},{5,355,710}	4,9900,5,100	{1000,1,474,2368},{300,1,474,2368},{100,1,474,2368},{1000,2,267,1332},{300,2,267,1332},{100,2,267,1332},{1000,3,148,740},{300,3,148,740},{100,3,148,740},{1000,4,148,740},{300,4,148,740},{100,4,148,740},{1000,5,119,592},{300,5,119,592},{100,5,119,592},{1000,6,89,444},{300,6,89,444},{100,6,89,444},{1000,7,60,296},{300,7,60,296},{100,7,60,296},{1000,8,60,296},{300,8,60,296},{100,8,60,296},{1000,9,74,370},{300,9,74,370},{100,9,74,370},{1000,10,74,370},{300,10,74,370},{100,10,74,370},{1000,11,74,370},{300,11,74,370},{100,11,74,370},{1000,13,45,222},{300,13,45,222},{100,13,45,222},{1000,14,37,185},{300,14,37,185},{100,14,37,185},{1000,15,74,370},{300,15,74,370},{100,15,74,370},{1000,16,45,222},{300,16,45,222},{100,16,45,222},{1000,19,60,296},{300,19,60,296},{100,19,60,296}	1	14
3170155	7	40级橙色射手鞋子（套装）	{1,947,1894},{6,266,532}	4,9900,5,100	{1000,1,474,2368},{300,1,474,2368},{100,1,474,2368},{1000,2,267,1332},{300,2,267,1332},{100,2,267,1332},{1000,3,148,740},{300,3,148,740},{100,3,148,740},{1000,4,148,740},{300,4,148,740},{100,4,148,740},{1000,5,119,592},{300,5,119,592},{100,5,119,592},{1000,6,89,444},{300,6,89,444},{100,6,89,444},{1000,7,60,296},{300,7,60,296},{100,7,60,296},{1000,8,60,296},{300,8,60,296},{100,8,60,296},{1000,9,74,370},{300,9,74,370},{100,9,74,370},{1000,10,74,370},{300,10,74,370},{100,10,74,370},{1000,11,74,370},{300,11,74,370},{100,11,74,370},{1000,13,45,222},{300,13,45,222},{100,13,45,222},{1000,14,37,185},{300,14,37,185},{100,14,37,185},{1000,15,74,370},{300,15,74,370},{100,15,74,370},{1000,16,45,222},{300,16,45,222},{100,16,45,222},{1000,19,60,296},{300,19,60,296},{100,19,60,296}	1	13
3180155	8	40级橙色射手戒指（套装）	{2,1598,3196},{7,236,473}	4,9900,5,100	{1000,1,474,2368},{300,1,474,2368},{100,1,474,2368},{1000,2,267,1332},{300,2,267,1332},{100,2,267,1332},{1000,3,148,740},{300,3,148,740},{100,3,148,740},{1000,4,148,740},{300,4,148,740},{100,4,148,740},{1000,5,119,592},{300,5,119,592},{100,5,119,592},{1000,6,89,444},{300,6,89,444},{100,6,89,444},{1000,7,60,296},{300,7,60,296},{100,7,60,296},{1000,8,60,296},{300,8,60,296},{100,8,60,296},{1000,9,74,370},{300,9,74,370},{100,9,74,370},{1000,10,74,370},{300,10,74,370},{100,10,74,370},{1000,11,74,370},{300,11,74,370},{100,11,74,370},{1000,13,45,222},{300,13,45,222},{100,13,45,222},{1000,14,37,185},{300,14,37,185},{100,14,37,185},{1000,15,74,370},{300,15,74,370},{100,15,74,370},{1000,16,45,222},{300,16,45,222},{100,16,45,222},{1000,19,60,296},{300,19,60,296},{100,19,60,296}	1	14
3110164	1	50级紫色射手头盔	{5,563,1126},{6,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3120164	2	50级紫色射手武器	{3,1056,2112},{7,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3130164	3	50级紫色射手衣服	{1,3379,6758},{2,1267,2534}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3140164	4	50级紫色射手项链	{3,352,704},{6,316,633}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3150164	5	50级紫色射手腰带	{1,1126,2252},{5,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3160164	6	50级紫色射手手镯	{3,352,704},{5,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3170164	7	50级紫色射手鞋子	{1,1126,2252},{6,316,633}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3180164	8	50级紫色射手戒指	{2,1900,3801},{7,281,563}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	0	-1
3110174	1	50级紫色射手头盔（套装）	{5,563,1126},{6,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	21
3120174	2	50级紫色射手武器（套装）	{3,1056,2112},{7,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	22
3130174	3	50级紫色射手衣服（套装）	{1,3379,6758},{2,1267,2534}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	21
3140174	4	50级紫色射手项链（套装）	{3,352,704},{6,316,633}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	22
3150174	5	50级紫色射手腰带（套装）	{1,1126,2252},{5,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	21
3160174	6	50级紫色射手手镯（套装）	{3,352,704},{5,422,844}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	22
3170174	7	50级紫色射手鞋子（套装）	{1,1126,2252},{6,316,633}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	21
3180174	8	50级紫色射手戒指（套装）	{2,1900,3801},{7,281,563}	3,9900,4,100	{1000,1,564,2816},{300,1,564,2816},{100,1,564,2816},{1000,2,317,1584},{300,2,317,1584},{100,2,317,1584},{1000,3,176,880},{300,3,176,880},{100,3,176,880},{1000,4,176,880},{300,4,176,880},{100,4,176,880},{1000,5,141,704},{300,5,141,704},{100,5,141,704},{1000,6,106,528},{300,6,106,528},{100,6,106,528},{1000,7,71,352},{300,7,71,352},{100,7,71,352},{1000,8,71,352},{300,8,71,352},{100,8,71,352},{1000,9,88,440},{300,9,88,440},{100,9,88,440},{1000,10,88,440},{300,10,88,440},{100,10,88,440},{1000,11,88,440},{300,11,88,440},{100,11,88,440},{1000,13,53,264},{300,13,53,264},{100,13,53,264},{1000,14,44,220},{300,14,44,220},{100,14,44,220},{1000,15,88,440},{300,15,88,440},{100,15,88,440},{1000,16,53,264},{300,16,53,264},{100,16,53,264},{1000,19,71,352},{300,19,71,352},{100,19,71,352}	1	22
3110185	1	50级橙色射手头盔	{5,652,1305},{6,489,979}	4,9900,5,100	{1000,1,653,3264},{300,1,653,3264},{100,1,653,3264},{1000,2,368,1836},{300,2,368,1836},{100,2,368,1836},{1000,3,204,1020},{300,3,204,1020},{100,3,204,1020},{1000,4,204,1020},{300,4,204,1020},{100,4,204,1020},{1000,5,164,816},{300,5,164,816},{100,5,164,816},{1000,6,123,612},{300,6,123,612},{100,6,123,612},{1000,7,82,408},{300,7,82,408},{100,7,82,408},{1000,8,82,408},{300,8,82,408},{100,8,82,408},{1000,9,102,510},{300,9,102,510},{100,9,102,510},{1000,10,102,510},{300,10,102,510},{100,10,102,510},{1000,11,102,510},{300,11,102,510},{100,11,102,510},{1000,13,62,306},{300,13,62,306},{100,13,62,306},{1000,14,51,255},{300,14,51,255},{100,14,51,255},{1000,15,102,510},{300,15,102,510},{100,15,102,510},{1000,16,62,306},{300,16,62,306},{100,16,62,306},{1000,19,82,408},{300,19,82,408},{100,19,82,408}	0	-1
3120185	2	50级橙色射手武器	{3,1224,2448},{7,489,979}	4,9900,5,100	{1000,1,653,3264},{300,1,653,3264},{100,1,653,3264},{1000,2,368,1836},{300,2,368,1836},{100,2,368,1836},{1000,3,204,1020},{300,3,204,1020},{100,3,204,1020},{1000,4,204,1020},{300,4,204,1020},{100,4,204,1020},{1000,5,164,816},{300,5,164,816},{100,5,164,816},{1000,6,123,612},{300,6,123,612},{100,6,123,612},{1000,7,82,408},{300,7,82,408},{100,7,82,408},{1000,8,82,408},{300,8,82,408},{100,8,82,408},{1000,9,102,510},{300,9,102,510},{100,9,102,510},{1000,10,102,510},{300,10,102,510},{100,10,102,510},{1000,11,102,510},{300,11,102,510},{100,11,102,510},{1000,13,62,306},{300,13,62,306},{100,13,62,306},{1000,14,51,255},{300,14,51,255},{100,14,51,255},{1000,15,102,510},{300,15,102,510},{100,15,102,510},{1000,16,62,306},{300,16,62,306},{100,16,62,306},{1000,19,82,408},{300,19,82,408},{100,19,82,408}	0	-1
3130185	3	50级橙色射手衣服	{1,3916,7833},{2,1468,2937}	4,9900,5,100	{1000,1,653,3264},{300,1,653,3264},{100,1,653,3264},{1000,2,368,1836},{300,2,368,1836},{100,2,368,1836},{1000,3,204,1020},{300,3,204,1020},{100,3,204,1020},{1000,4,204,1020},{300,4,204,1020},{100,4,204,1020},{1000,5,164,816},{300,5,164,816},{100,5,164,816},{1000,6,123,612},{300,6,123,612},{100,6,123,612},{1000,7,82,408},{300,7,82,408},{100,7,82,408},{1000,8,82,408},{300,8,82,408},{100,8,82,408},{1000,9,102,510},{300,9,102,510},{100,9,102,510},{1000,10,102,510},{300,10,102,510},{100,10,102,510},{1000,11,102,510},{300,11,102,510},{100,11,102,510},{1000,13,62,306},{300,13,62,306},{100,13,62,306},{1000,14,51,255},{300,14,51,255},{100,14,51,255},{1000,15,102,510},{300,15,102,510},{100,15,102,510},{1000,16,62,306},{300,16,62,306},{100,16,62,306},{1000,19,82,408},{300,19,82,408},{100,19,82,408}	0	-1
